Cluster ID	Average SNVs	Average n2n1	pa
778	0.21775021039896902	0.3592395270078992	[1, 0, 1, 0, 1]
779	0.30501210902348724	0.32374108407528424	[1, 0, 1, 0, 1]
780	0.2929418946338686	0.3395513585051571	[1, 0, 1, 0, 1]
781	0.29842594744880907	0.31386772005193525	[1, 0, 1, 0, 1]
782	0.25086535655553516	0.3513962157622212	[1, 0, 0, 1, 1]
783	0.21256157881510548	0.2586507203167507	[1, 0, 0, 1, 1]
784	0.2880226952571341	0.32251565240555574	[1, 0, 1, 0, 1]
785	0.35352831940575674	0.2963317283009077	[1, 1, 1, 0, 0]
786	0.31958274063537223	0.3100295933876856	[1, 1, 1, 0, 0]
787	0.35890410958904106	0.30993271090740854	[1, 1, 1, 0, 0]
788	0.18261871573273858	0.37474123111961405	[1, 0, 0, 1, 1]
789	0.20762632059717612	0.41050395847658855	[1, 0, 0, 1, 1]
790	0.29340406688989124	0.3206976059456195	[1, 0, 1, 0, 1]
791	0.2500031922364809	0.23850562659977417	[1, 0, 0, 1, 0]
792	0.36178567450150384	0.2741447292488998	[1, 0, 0, 1, 0]
793	0.39999999999999997	0.2588907631174478	[1, 0, 0, 1, 0]
794	0.40248226950354615	0.3732993106970767	[1, 0, 0, 1, 0]
795	0.3437278912776624	0.35932314594292575	[1, 0, 1, 0, 1]
796	0.3202037781087998	0.3260882019065843	[1, 0, 1, 0, 1]
797	0.40237597631392097	0.33590058251401356	[1, 0, 1, 1, 0]
798	0.34226103948805386	0.3450951766406438	[1, 0, 1, 0, 1]
799	0.28642052199075846	0.3219931792592118	[1, 0, 1, 0, 1]
800	0.3062520004267577	0.32555185814941395	[1, 0, 1, 0, 1]
801	0.22522679403618753	0.33674139621529253	[1, 0, 1, 0, 1]
802	0.26450933628095497	0.31637575864912265	[1, 0, 1, 0, 1]
803	0.2886623679526959	0.3733067007784751	[1, 0, 1, 0, 1]
804	0.2884580850646652	0.3692580152451049	[1, 0, 1, 0, 1]
805	0.23003935636978465	0.34264868414770205	[1, 0, 0, 1, 1]
806	0.31263664123951423	0.32724178226031814	[1, 0, 1, 0, 1]
807	0.2996617174668088	0.31178168047724575	[1, 0, 1, 1, 0]
808	0.2701704926835817	0.30748980714935875	[1, 0, 1, 1, 0]
809	0.25551815754850743	0.34251514456329374	[1, 0, 1, 0, 1]
810	0.2759069568928724	0.368300101904151	[1, 0, 1, 0, 1]
811	0.2803327372923006	0.3743819987610442	[1, 0, 1, 0, 1]
812	0.2871334591289363	0.37251556088137633	[1, 0, 1, 0, 1]
813	0.2684166114767206	0.2731736085964191	[1, 0, 1, 0, 1]
814	0.27332362862669407	0.3129968176274255	[1, 0, 1, 0, 0]
815	0.2761528482132327	0.348844993888579	[1, 0, 1, 0, 1]
816	0.19314641744548286	0.26897137993690645	[1, 0, 1, 1, 0]
817	0.31393079356791664	0.3526072979741241	[1, 0, 1, 0, 1]
818	0.20210385971255537	0.36151622532324096	[1, 0, 1, 0, 1]
819	0.3673688320011876	0.34978403064873403	[1, 0, 0, 1, 1]
820	0.26226221604173316	0.2956818852666085	[1, 0, 1, 0, 0]
821	0.30669445770644715	0.3151704380575775	[1, 0, 1, 0, 1]
822	0.3015022221256706	0.3800105832400091	[1, 0, 1, 0, 1]
823	0.2731585877594281	0.36880871173605007	[1, 0, 1, 0, 1]
824	0.307902270189997	0.3015300120578106	[1, 0, 1, 0, 1]
825	0.34007884145691564	0.35193515540273873	[1, 0, 0, 1, 1]
826	0.24709060681629258	0.32650346961610544	[1, 0, 1, 0, 1]
827	0.20902403414195866	0.3455252899742562	[1, 0, 1, 0, 0]
828	0.3246523164142085	0.3199287897055853	[1, 0, 1, 0, 1]
829	0.26455989094202276	0.34886926342610197	[1, 0, 1, 0, 1]
830	0.23714285714285718	0.3526196784816977	[1, 0, 0, 1, 1]
831	0.354008729611762	0.3519410103998825	[1, 0, 0, 1, 1]
832	0.3317266689150705	0.34513625019179384	[1, 0, 0, 1, 1]
833	0.26223758810819625	0.34393406850413766	[1, 0, 1, 0, 1]
834	0.27179525325661547	0.33496789885378425	[1, 0, 1, 0, 1]
835	0.250027649009043	0.35146331241097517	[1, 0, 0, 1, 1]
836	0.3140461800333196	0.3636238014800089	[1, 0, 1, 0, 1]
837	0.3909695448366118	0.3462640002971719	[1, 0, 0, 1, 1]
838	0.3674458701702685	0.327409269242726	[1, 0, 0, 1, 1]
839	0.3075228746330319	0.3488640372754839	[1, 0, 1, 0, 1]
840	0.3100096799784566	0.3495459416177817	[1, 0, 1, 0, 1]
841	0.2786037617227718	0.3375053361691662	[1, 0, 1, 0, 1]
842	0.24773674604635088	0.3562057087501715	[1, 0, 1, 0, 1]
843	0.3585536478476783	0.33486597303257587	[1, 0, 1, 0, 1]
844	0.26204238921001927	0.3287670048862366	[1, 0, 1, 0, 1]
845	0.30187074829931976	0.3392048809216874	[1, 0, 1, 0, 1]
846	0.2925478149147217	0.34754382060537475	[1, 0, 1, 0, 1]
847	0.31	0.3565639795322079	[1, 0, 1, 0, 1]
848	0.2718602394047234	0.3239761039512254	[1, 0, 1, 0, 1]
849	0.3808659781024162	0.3404980268178968	[1, 0, 1, 0, 1]
850	0.3286083227025936	0.33498427376571493	[1, 0, 1, 0, 1]
851	0.307668295153454	0.30876117993741653	[1, 0, 1, 0, 1]
852	0.3831760468523702	0.31772645330078025	[1, 0, 1, 0, 1]
853	0.33446848558643233	0.3423263106543126	[1, 0, 1, 0, 1]
854	0.2925597056414043	0.3286479453614092	[1, 0, 1, 0, 1]
855	0.2333931777378815	0.34332224207416684	[1, 0, 1, 0, 1]
856	0.32860454077168466	0.3279553973053984	[1, 0, 1, 0, 1]
857	0.29987608426270135	0.3691335071766502	[1, 0, 1, 0, 1]
858	0.3252462946510895	0.34470226478647875	[1, 0, 0, 1, 1]
859	0.32277111267936953	0.2934425625260629	[1, 0, 0, 1, 1]
860	0.283844695828059	0.31879787694897016	[1, 0, 0, 1, 1]
861	0.32034331604257843	0.35173663600830746	[1, 0, 1, 1, 0]
862	0.2005623765532237	0.326766095392044	[1, 0, 1, 0, 1]
863	0.28676683620159515	0.3563044541780429	[1, 0, 0, 1, 1]
864	0.23471891554613897	0.3812089714664892	[1, 0, 0, 1, 1]
865	0.20474325500435162	0.37035355183406776	[1, 0, 1, 0, 0]
866	0.37288135593220334	0.3260842845849749	[1, 0, 0, 1, 1]
867	0.3358709806671341	0.3634142263556987	[1, 0, 0, 1, 1]
868	0.2567900606987243	0.3092568103738212	[1, 0, 1, 0, 1]
869	0.33150269012291395	0.33331324840062154	[1, 0, 1, 0, 1]
870	0.3234666666666667	0.3354401915183372	[1, 0, 1, 0, 1]
871	0.34056236851133126	0.3470267330170507	[1, 0, 1, 0, 1]
872	0.32279116465863456	0.33770540061645654	[1, 0, 1, 0, 1]
873	0.3827959034789575	0.37183441331384737	[1, 1, 0, 0, 1]
874	0.27534616076245283	0.3568753946978925	[1, 1, 0, 0, 1]
875	0.22873900293255134	0.3587449834436615	[1, 1, 0, 0, 1]
876	0.3971040768336153	0.32984518082027037	[1, 0, 0, 1, 1]
877	0.2683676014014788	0.3908123382288313	[1, 0, 1, 0, 1]
878	0.19094202898550725	0.39455040042806416	[1, 0, 1, 0, 1]
879	0.20708495460440987	0.3531771434049095	[1, 0, 1, 0, 1]
880	0.27364003810653514	0.3254456525325157	[1, 0, 0, 1, 1]
881	0.2623822820105655	0.3356212985765728	[1, 0, 1, 0, 1]
882	0.2512713734678489	0.31114513900110014	[1, 1, 0, 0, 1]
883	0.3215090790400614	0.36924603397095607	[1, 0, 1, 0, 1]
884	0.31277045876174475	0.3735476056435291	[1, 0, 1, 0, 1]
885	0.2984354725851047	0.26917882347172045	[1, 0, 1, 0, 1]
886	0.2934611130919089	0.33822093567352063	[1, 0, 1, 0, 1]
887	0.2429634281679316	0.3418235217566368	[1, 0, 1, 0, 1]
888	0.36133800077790745	0.3446060438996032	[0, 1, 1, 0, 1]
889	0.2668791654592872	0.2930272756178575	[0, 1, 1, 0, 1]
890	0.4786858974358974	0.35886473744282826	[0, 0, 1, 1, 1]
891	0.3902751119641714	0.3577649043565027	[0, 0, 1, 1, 1]
892	0.3321713678126579	0.3422122424615499	[0, 0, 1, 1, 1]
893	0.38446601941747577	0.35128552496356363	[0, 0, 0, 1, 1]
894	0.46728745098997576	0.35326840447956553	[0, 0, 1, 1, 1]
895	0.35156156481094897	0.31425509019559866	[0, 1, 0, 1, 1]
896	0.4171107871367387	0.33111976781406954	[0, 0, 1, 1, 1]
897	0.19540337808936603	0.27733547685350307	[0, 0, 1, 1, 1]
898	0.39994552274747514	0.335035256718843	[0, 0, 0, 0, 1]
899	0.26210387081627506	0.2646045785082818	[0, 0, 1, 1, 1]
900	0.18288450085858934	0.30749167071794864	[0, 0, 1, 0, 1]
901	0.2598471748513706	0.34908535929376444	[0, 1, 0, 1, 1]
902	0.3728236473422249	0.3222634769990655	[0, 0, 1, 1, 1]
903	0.37905284964108493	0.32219050815206035	[0, 0, 1, 1, 1]
904	0.35061208159773555	0.3519103641580223	[0, 0, 1, 1, 1]
905	0.36656686626746504	0.36543290939433004	[0, 0, 1, 1, 1]
906	0.27829687569560496	0.3439649024030161	[0, 1, 1, 0, 1]
907	0.06606096959034477	0.34982833938316366	[0, 1, 0, 1, 0]
908	0.18355775721114898	0.30166267270643393	[0, 0, 1, 1, 0]
909	0.12697755977860983	0.36137643933005004	[0, 0, 0, 1, 0]
910	0.34280338444278236	0.28643675045820893	[1, 0, 0, 0, 0]
911	0.31857451403887693	0.36461403393623293	[1, 0, 1, 0, 0]
912	0.3310669456066946	0.334932196083627	[1, 0, 0, 0, 1]
913	0.36278656674128895	0.333446008775487	[1, 0, 0, 0, 1]
914	0.19039735099337746	0.3013780996460378	[1, 0, 0, 0, 1]
915	0.3106978363549418	0.37620079880821855	[1, 0, 0, 0, 1]
916	0.2683304857835012	0.33063862825986845	[1, 0, 1, 0, 0]
917	0.2698740690975627	0.3720976183657853	[1, 0, 0, 0, 1]
918	0.3945706511230705	0.3116420962967174	[0, 0, 1, 1, 0]
919	0.2573542549389964	0.34591124654067945	[1, 0, 0, 0, 1]
920	0.30062411329469474	0.30569806039628644	[1, 0, 0, 0, 1]
921	0.3135287985438519	0.37209508307684597	[1, 0, 0, 0, 1]
922	0.08494490540361753	0.4721358461851243	[1, 0, 0, 0, 0]
923	0.33614470074179453	0.3595849074057619	[1, 0, 1, 0, 0]
924	0.1951541838366631	0.3438746283302443	[0, 0, 1, 1, 0]
925	0.3770168035754413	0.3442200454812791	[1, 0, 0, 1, 0]
926	0.4117005813953488	0.3502839485020807	[1, 0, 0, 1, 0]
927	0.45667613636363635	0.32697133256379424	[1, 0, 0, 1, 0]
928	0.3535811919081465	0.3831655306000079	[1, 0, 0, 1, 0]
929	0.16959533396368737	0.3288464643947312	[0, 0, 0, 0, 1]
930	0.05705786809700083	0.3509456081597969	[0, 0, 0, 1, 0]
931	0.30000000000000004	0.3425043982924403	[1, 0, 1, 0, 0]
932	0.42300778909526665	0.36102930183216	[0, 0, 0, 1, 1]
933	0.3063123261970524	0.33033615591237586	[1, 0, 1, 0, 0]
934	0.13262210579685652	0.42743349760638105	[1, 0, 1, 0, 0]
935	0.26480798325423305	0.36626673693896605	[1, 0, 1, 0, 0]
936	0.285609286584496	0.3502505586920167	[1, 0, 1, 0, 0]
937	0.2773765423172684	0.3446432115230237	[1, 0, 1, 0, 0]
938	0.32260039479365865	0.35631640743777315	[1, 0, 1, 0, 0]
939	0.31527591464345545	0.35714633961451325	[1, 0, 0, 0, 1]
940	0.31381118881118886	0.3855898085755284	[1, 0, 1, 0, 0]
941	0.2909833759590793	0.3397739777818913	[1, 0, 0, 0, 1]
942	0.26932668329177056	0.32748361377371693	[1, 1, 0, 0, 0]
943	0.2931609674728941	0.3551113214252132	[1, 0, 1, 0, 0]
944	0.20632950097847358	0.29032170112156236	[0, 0, 1, 1, 0]
945	0.2525475379119352	0.3494471347130734	[1, 0, 0, 0, 1]
946	0.29614181438998954	0.31662942437741576	[1, 0, 1, 0, 0]
947	0.19801401869158877	0.2622594980092838	[1, 0, 0, 0, 0]
948	0.40093631632978155	0.4035519735486778	[1, 0, 0, 0, 1]
949	0.4158316344852605	0.35650616932297985	[1, 0, 0, 1, 0]
950	0.4288461538461538	0.3541677789272125	[1, 0, 0, 0, 1]
951	0.0	0.0	[1, 0, 0, 0, 0]
952	0.0	0.0	[1, 0, 0, 0, 0]
953	0.3512931034482759	0.35968759048083443	[1, 0, 0, 0, 1]
954	0.3908797506748197	0.3881427387769509	[1, 0, 0, 0, 1]
955	0.35699009824547856	0.3312217049931392	[1, 0, 0, 0, 1]
956	0.32812791022536786	0.3284629210499672	[1, 0, 0, 0, 1]
957	0.37485195394843523	0.3845571417852221	[1, 0, 0, 0, 1]
958	0.3091828138163437	0.3807151153389827	[1, 0, 0, 0, 1]
959	0.1845382622298993	0.3376373513920419	[1, 0, 0, 0, 1]
960	0.2700975932008765	0.3505560692265606	[1, 0, 1, 0, 0]
961	0.2633124186343331	0.3807694319025474	[1, 0, 1, 0, 0]
962	0.2092569493941554	0.38410668669020775	[1, 0, 1, 0, 0]
963	0.19739819004524886	0.34154682125278946	[1, 0, 0, 1, 0]
964	0.19467606796013795	0.4229246555574761	[1, 0, 1, 0, 0]
965	0.32028301886792454	0.3747911089784123	[1, 0, 0, 0, 1]
966	0.28884462151394424	0.3939900707167643	[1, 0, 0, 0, 1]
967	0.2657393850658858	0.3103214656460725	[1, 0, 0, 0, 1]
968	0.21286360698125406	0.3219259779316954	[1, 0, 0, 1, 0]
969	0.3849764248684406	0.38011765976145795	[1, 0, 0, 0, 1]
970	0.3230649784997611	0.3211742771423773	[1, 0, 0, 0, 1]
971	0.32999867297206004	0.3593029845886113	[1, 0, 0, 0, 1]
972	0.32411911215295586	0.36657881595517106	[1, 0, 0, 0, 1]
973	0.39159414861610853	0.3195331559562058	[1, 1, 0, 0, 0]
974	0.17999751153308705	0.33651080025907243	[1, 0, 1, 0, 0]
975	0.0808649312821123	0.33783897314533445	[0, 0, 0, 1, 1]
976	0.21062836927223721	0.3270785711512407	[0, 0, 1, 0, 0]
977	0.07683082826990727	0.39960322239841595	[0, 0, 0, 1, 0]
978	0.2971220253906608	0.3540774793671173	[1, 0, 0, 0, 1]
979	0.3411154590967097	0.37302280117174574	[1, 0, 0, 0, 1]
980	0.32441770628183947	0.3691772034388283	[1, 0, 0, 0, 1]
981	0.3606394170059818	0.3450058371776763	[1, 0, 0, 0, 1]
982	0.38024374010236167	0.3158116370755577	[1, 0, 0, 0, 1]
983	0.319078947368421	0.2732534183278631	[1, 0, 0, 0, 1]
984	0.2914065698890096	0.34907258793347606	[1, 0, 0, 0, 1]
985	0.2898311708333184	0.3080029174115202	[1, 0, 0, 0, 1]
986	0.2797617283011767	0.3605828196163136	[1, 0, 1, 0, 0]
987	0.18601700457815568	0.3109813785273673	[1, 0, 0, 0, 1]
988	0.2582842724978974	0.35566167875119803	[1, 0, 1, 0, 0]
989	0.3993085566119274	0.3601740580482271	[1, 0, 0, 0, 1]
990	0.10363636363636364	0.39187104754917235	[0, 0, 0, 1, 0]
991	0.22985294714484772	0.37020973887769804	[1, 0, 0, 1, 0]
992	0.34445651412152223	0.35049439581517533	[1, 0, 0, 0, 1]
993	0.4262481582412997	0.34058767007538115	[1, 0, 0, 0, 1]
994	0.2711635771587605	0.31802931944834417	[1, 0, 0, 0, 1]
995	0.16727273709652438	0.3500428828694867	[1, 0, 1, 0, 0]
996	0.18412942989214176	0.33174998518446985	[1, 0, 1, 0, 0]
997	0.1569702911687447	0.36931220170217816	[0, 0, 1, 0, 0]
998	0.1695895684017542	0.28748378737124913	[1, 0, 0, 0, 1]
999	0.38800353353501216	0.3492251037836649	[1, 0, 0, 0, 1]
1000	0.41711229946524064	0.3512358065387543	[1, 0, 0, 1, 0]
1001	0.32124573378839594	0.32892787341314544	[1, 1, 0, 0, 0]
1002	0.34353448275862064	0.34619848707076983	[1, 0, 1, 0, 0]
1003	0.3359538465617467	0.3241712033529559	[1, 0, 1, 0, 0]
1004	0.2867010053671437	0.30521804708528594	[0, 0, 1, 1, 0]
1005	0.3997541707132053	0.3515262543135595	[1, 0, 0, 1, 0]
1006	0.14191852825229961	0.334423074506898	[1, 1, 0, 0, 0]
1007	0.2739773196252202	0.3374977632719668	[1, 0, 0, 0, 1]
1008	0.34044380811225006	0.3228287522534953	[1, 0, 0, 0, 1]
1009	0.12620879120879122	0.38938175577326817	[0, 1, 0, 0, 0]
1010	0.3254087876475972	0.36026712496722185	[1, 0, 0, 0, 1]
1011	0.1758793969849246	0.29119353087484867	[1, 1, 0, 0, 0]
1012	0.315702479338843	0.33833978981476776	[1, 0, 0, 0, 1]
1013	0.21193771626297575	0.3583405014011718	[1, 0, 0, 0, 1]
1014	0.215046556610139	0.33728219545136223	[1, 0, 0, 0, 1]
1015	0.31112781885948226	0.33176862559310083	[1, 0, 0, 0, 1]
1016	0.32830858970079235	0.32222661633007854	[1, 0, 1, 0, 0]
1017	0.3268422022652637	0.28579408115176436	[1, 0, 0, 0, 1]
1018	0.18587921942244678	0.3960750165300375	[1, 0, 1, 0, 0]
1019	0.25801732986084447	0.385929108084458	[0, 0, 1, 0, 0]
1020	0.24278834507417563	0.324022870062626	[1, 0, 1, 0, 0]
1021	0.14563106796116504	0.2646264725372637	[1, 0, 0, 0, 0]
1022	0.32925162606936087	0.33584145820526523	[1, 0, 0, 0, 1]
1023	0.38608198284080075	0.33909472632733717	[0, 0, 0, 1, 1]
1024	0.018028846153846152	0.5183486650227273	[1, 0, 0, 0, 0]
1025	0.27590132499524933	0.33384167839249534	[1, 0, 1, 0, 0]
1026	0.16227180527383367	0.4035994214912506	[0, 0, 0, 1, 1]
1027	0.32245987251363184	0.3472001810709165	[1, 0, 0, 0, 1]
1028	0.335431654676259	0.3520605857154223	[1, 0, 0, 0, 1]
1029	0.16702457490664505	0.28718894309885307	[1, 0, 0, 1, 0]
1030	0.1958936880613676	0.323338297117252	[1, 0, 0, 0, 0]
1031	0.09643954918032788	0.48657113767506444	[0, 0, 1, 0, 0]
1032	0.2598762535921647	0.28205916471399173	[1, 0, 1, 0, 0]
1033	0.34512001697209704	0.37300765350390896	[0, 0, 0, 1, 1]
1034	0.14096545033117538	0.2959309386149524	[0, 0, 0, 1, 1]
1035	0.07178937247274628	0.35930557881194647	[1, 0, 0, 0, 1]
1036	0.012048192771084338	0.36875	[1, 0, 0, 0, 0]
1037	0.04740110514356538	0.23371745216595358	[1, 0, 0, 1, 0]
1038	0.1072305559884193	0.38435815513218585	[1, 1, 0, 0, 0]
1039	0.25170731707317073	0.33715522348660243	[1, 1, 0, 0, 0]
1040	0.21086261980830673	0.2818554752251114	[1, 0, 1, 0, 0]
1041	0.09921788197392617	0.2940091209705825	[1, 1, 0, 0, 0]
1042	0.07952029520295203	0.28405971776958316	[0, 0, 1, 1, 0]
1043	0.25574079842372527	0.3141403339980604	[1, 0, 0, 0, 1]
1044	0.3028441399264602	0.30819654349186365	[1, 0, 0, 0, 1]
1045	0.3506006762719085	0.35373503462062184	[1, 0, 0, 0, 1]
1046	0.37756788955620796	0.35081553889711725	[1, 0, 0, 0, 1]
1047	0.2823240589198036	0.4253490076781812	[1, 0, 0, 0, 1]
1048	0.3088976204852385	0.39253930425743067	[1, 0, 0, 0, 1]
1049	0.26939134864559566	0.3944400104169363	[1, 0, 0, 0, 1]
1050	0.13062078144310296	0.26231942521102014	[0, 1, 0, 0, 0]
1051	0.15646052904868163	0.3739234195631885	[1, 1, 0, 0, 0]
1052	0.2855717023315235	0.3912009049185179	[1, 0, 0, 0, 1]
1053	0.39007167657667036	0.35500319224475774	[1, 1, 0, 0, 0]
1054	0.3023814801474052	0.33509411834729574	[1, 0, 0, 0, 1]
1055	0.32929104477611937	0.3544744021234007	[1, 0, 0, 0, 1]
1056	0.3477914710018831	0.3110310084919852	[1, 0, 0, 0, 1]
1057	0.24273072060682682	0.3699437192241196	[1, 0, 1, 0, 0]
1058	0.3027156549520767	0.3353684090357828	[1, 0, 1, 0, 0]
1059	0.3121160342136974	0.3669085361787823	[1, 0, 0, 0, 1]
1060	0.37130742147559714	0.37210595756322346	[1, 0, 0, 0, 1]
1061	0.29351037515459666	0.3542225775148975	[1, 0, 1, 0, 0]
1062	0.2764979888881085	0.35491013122686993	[1, 0, 1, 0, 0]
1063	0.24416772001712603	0.32407428442145403	[0, 0, 0, 1, 1]
1064	0.184928073678634	0.2612772329586989	[1, 0, 1, 0, 0]
1065	0.2641765405453024	0.3259842408397382	[1, 0, 1, 0, 0]
1066	0.29234340805583486	0.30233566798911493	[1, 0, 1, 0, 0]
1067	0.30577055262299846	0.3348750655767143	[1, 0, 0, 0, 1]
1068	0.4270856605738053	0.3460255475963608	[0, 0, 0, 1, 1]
1069	0.31663424124513617	0.33560170095936037	[1, 0, 0, 0, 1]
1070	0.29670318778945093	0.3561106822512378	[1, 0, 0, 0, 1]
1071	0.3720867923441901	0.3340499140286324	[1, 0, 0, 0, 1]
1072	0.28928063014347843	0.32816522485336186	[1, 0, 1, 0, 0]
1073	0.35328308118307084	0.3087308904023695	[0, 1, 0, 0, 1]
1074	0.30594405594405594	0.3594096962953961	[1, 1, 0, 0, 0]
1075	0.18510434070170928	0.30710751203049647	[1, 0, 0, 1, 0]
1076	0.3851753055300512	0.3503056275287042	[1, 0, 0, 0, 1]
1077	0.4081846799580273	0.31033422867593896	[1, 0, 0, 0, 1]
1078	0.29987212276214836	0.3442274076335651	[1, 0, 0, 0, 1]
1079	0.2687813021702838	0.3379321491872923	[1, 0, 1, 0, 0]
1080	0.2675437228194745	0.2785452121882314	[1, 0, 0, 0, 1]
1081	0.2782972363932271	0.353240172488814	[1, 0, 1, 0, 0]
1082	0.3415685786422958	0.3153517027218251	[1, 0, 0, 0, 1]
1083	0.33494775353709905	0.3535253285007222	[1, 0, 0, 0, 1]
1084	0.06934673366834171	0.34292185383788987	[1, 0, 0, 0, 1]
1085	0.27327636118563925	0.31943315619998447	[1, 0, 1, 0, 0]
1086	0.056095532628186805	0.43445987909722217	[1, 0, 0, 0, 0]
1087	0.277086500655308	0.32241862876029165	[1, 0, 0, 0, 1]
1088	0.14165103189493433	0.32806507858564626	[1, 0, 1, 0, 0]
1089	0.34328724758959434	0.32147343591816724	[1, 0, 0, 0, 1]
1090	0.40928050052137643	0.3533968696590853	[1, 0, 0, 0, 1]
1091	0.06976744186046512	0.15938454709654729	[0, 0, 0, 0, 1]
1092	0.2895133852860695	0.38729293735088943	[1, 0, 0, 0, 1]
1093	0.2090212626490229	0.24124471060325142	[1, 0, 0, 0, 1]
1094	0.1912941765952187	0.35249543144924445	[1, 0, 0, 0, 1]
1095	0.24892955590435886	0.28688068670581995	[1, 0, 1, 0, 0]
1096	0.3341600590703866	0.38177030734443473	[1, 0, 0, 0, 1]
1097	0.35399472643375085	0.35744561592231106	[1, 0, 0, 1, 0]
1098	0.31076317262922143	0.356176329204552	[1, 0, 0, 0, 1]
1099	0.1441862380894473	0.35493753450518856	[0, 0, 0, 1, 1]
1100	0.30909797822706064	0.4254956122891832	[0, 0, 0, 1, 1]
1101	0.14722093887287124	0.40733589980902696	[1, 0, 0, 0, 1]
1102	0.255984555984556	0.3132598346061534	[1, 0, 1, 0, 0]
1103	0.13989328897942402	0.3995594588660154	[0, 0, 1, 1, 0]
1104	0.34055828438574787	0.39685232146355315	[1, 0, 0, 1, 0]
1105	0.31259044093741967	0.333318170918441	[0, 0, 1, 0, 1]
1106	0.37780567896465134	0.3446161299157856	[1, 0, 0, 1, 0]
1107	0.3819161234954927	0.30680385452595477	[1, 0, 0, 1, 0]
1108	0.3769592476489028	0.32286071622174384	[1, 0, 0, 0, 1]
1109	0.3457226945716154	0.36895523478209824	[1, 0, 0, 0, 1]
1110	0.3890449438202247	0.34303993493092944	[1, 0, 0, 1, 0]
1111	0.4792993630573248	0.3351127697505605	[1, 0, 0, 1, 0]
1112	0.19681043651422236	0.37980353530021327	[1, 0, 0, 1, 0]
1113	0.2871120303144254	0.28658741398469484	[0, 0, 0, 0, 1]
1114	0.25227377219248814	0.3053583425605597	[1, 0, 0, 1, 0]
1115	0.3013559251211767	0.3067891520833993	[1, 0, 0, 0, 1]
1116	0.2132136327899289	0.28855014145833696	[1, 0, 0, 0, 1]
1117	0.18904593639575973	0.3153539894724756	[1, 0, 0, 0, 1]
1118	0.1963778409090909	0.30715685324641856	[1, 0, 0, 0, 1]
1119	0.31855955678670356	0.34612188150463097	[1, 0, 1, 0, 0]
1120	0.4428238039673279	0.337513420027646	[1, 0, 0, 1, 0]
1121	0.3128364777180547	0.3066074933531753	[1, 0, 0, 0, 1]
1122	0.27561242094085026	0.34226791764455966	[1, 0, 0, 0, 1]
1123	0.2585418241230605	0.35902710992136466	[1, 0, 0, 0, 1]
1124	0.38462036921481846	0.30236318534093515	[1, 0, 0, 1, 0]
1125	0.3792932850875788	0.30550511394146895	[1, 0, 0, 1, 0]
1126	0.30583526514053894	0.39014769796664195	[1, 0, 0, 0, 1]
1127	0.3462986198243413	0.3291357995597434	[1, 0, 0, 0, 1]
1128	0.2622720897615708	0.36165971638429334	[1, 0, 0, 0, 1]
1129	0.3470406747480649	0.3171497927412401	[1, 0, 0, 0, 1]
1130	0.2814755412991179	0.28048246009655287	[1, 0, 0, 0, 1]
1131	0.1524390243902439	0.2632724180596276	[1, 0, 1, 0, 0]
1132	0.28165849841507684	0.355660044732371	[1, 0, 0, 0, 1]
1133	0.2841559896319137	0.33916141085669227	[1, 0, 1, 0, 0]
1134	0.34205284759460214	0.3481392878381274	[0, 0, 1, 0, 1]
1135	0.38454536010047446	0.3426439085985027	[1, 0, 0, 0, 1]
1136	0.37186788154897493	0.35532241338515225	[1, 0, 0, 0, 1]
1137	0.25935281647397573	0.3703334665046574	[1, 0, 0, 0, 1]
1138	0.22655704904576238	0.3747717777770365	[1, 0, 0, 0, 1]
1139	0.3328607804869877	0.37398690574335736	[1, 0, 0, 0, 1]
1140	0.35986605401187743	0.3373316988842618	[1, 0, 0, 0, 1]
1141	0.33842794759825323	0.28902738168081876	[1, 0, 1, 0, 0]
1142	0.38975828385455524	0.3483703523698093	[1, 0, 0, 0, 1]
1143	0.2304078400771155	0.3820085273770351	[1, 0, 0, 0, 1]
1144	0.26858345021037866	0.3381332570570846	[1, 0, 0, 0, 1]
1145	0.2885476155498834	0.35882435807265267	[1, 0, 0, 0, 1]
1146	0.31132615589247337	0.3326600335346175	[1, 0, 0, 0, 1]
1147	0.24301242236024845	0.3069092663237202	[1, 0, 0, 0, 1]
1148	0.336283185840708	0.3410044162038516	[1, 0, 0, 0, 1]
1149	0.3311560290749776	0.3928147884049945	[1, 0, 0, 0, 1]
1150	0.29669000378439747	0.2918265413350263	[1, 0, 1, 0, 0]
1151	0.2908900401653181	0.33316284409526287	[1, 0, 1, 0, 0]
1152	0.2894477027830139	0.3363072079636573	[1, 0, 0, 0, 1]
1153	0.3308862087047719	0.36485892297700007	[1, 0, 0, 0, 1]
1154	0.23529411764705882	0.273900706713592	[1, 0, 1, 0, 0]
1155	0.2940267765190525	0.3342174571014556	[1, 0, 0, 0, 1]
1156	0.3070091838502859	0.3561451920806464	[1, 0, 0, 0, 1]
1157	0.2553256799066855	0.26958621572205066	[1, 0, 0, 0, 1]
1158	0.2767060760251422	0.3132430595732656	[1, 0, 0, 0, 1]
1159	0.16079295154185022	0.35397967444363565	[1, 0, 1, 0, 0]
1160	0.22210536147195814	0.3184341033784145	[1, 0, 1, 0, 0]
1161	0.33890038578846615	0.34544204285147684	[1, 0, 0, 0, 1]
1162	0.33019356369320085	0.3822634338946964	[1, 0, 0, 0, 1]
